timestamp,Lantai_No,Ruangan,Occupansi
03/03/2024,2,Makan,3
03/03/2024,7,Ruang SL 1,11
03/03/2024,3,HR,5
03/03/2024,2,GM,2
03/03/2024,7,Ruang Meeting 4,5
03/03/2024,5,GS,10
03/03/2024,7,Ruang Smoking,9
03/03/2024,2,WAN,13
03/03/2024,2,Gudang WAN,1
03/03/2024,6,Working Space,2
03/03/2024,2,Gen Y Corner,1
03/03/2024,6,DBT 2 OPMC Pantry 2,6
03/03/2024,3,Toilet Perempuan,5
03/03/2024,6,DBT 2 OPMC Project 1,7
03/03/2024,2,Lobby,7
03/03/2024,7,Ruang Dapur,6
03/03/2024,4,Manager WOC Belakang,1
03/03/2024,1,SAS,3
03/03/2024,4,Rapat Arnet,2
03/03/2024,2,Koridor OPMC,5
03/03/2024,1,Pantry DBS,9
03/03/2024,4,Manager WOC Depan,8
03/03/2024,6,Pimpinan,1
03/03/2024,6,DBT 2 OPMC Pantry 2,4
03/03/2024,8,Aula Luar,7
03/03/2024,1,Satpam,1
03/03/2024,2,Pantry belakang OPMC,2
03/03/2024,7,Toilet Pria,5
03/03/2024,3,DKM,1
03/03/2024,6,Monitor Control,7
03/03/2024,1,Lobby,6
03/03/2024,3,Rapat HR,6
03/03/2024,2,Koridor OPMC,17
03/03/2024,6,DBT 2 OPMC Storage,4
03/03/2024,4,Big Box,1
03/03/2024,7,Ruang Lift,1
03/03/2024,6,DBT 2 OPMC Project 4,9
03/03/2024,6,Lobby,6
03/03/2024,6,DBT Lorong,9
03/03/2024,2,Lobby,2
03/03/2024,2,Tamu,15
03/03/2024,8,Fitness,3
03/03/2024,2,Gen Y Corner,9
03/03/2024,7,Ruang SL 2,8
03/03/2024,4,Toilet Perempuan,10
03/03/2024,1,P3K,6
03/03/2024,3,Manager CC,2
03/03/2024,6,DBT 2 OPMC Bigbox,16
03/03/2024,6,Kamar Mandi Wanita,5
03/03/2024,2,Business service,10
03/03/2024,7,Ruang Meeting 3,18
03/03/2024,7,Ruang Nursery,8
03/03/2024,4,Rapat WOC,9
03/03/2024,7,Toilet Wanita,1
03/03/2024,6,Loker Wanita,9
03/03/2024,1,Indibiz,9
03/03/2024,2,Pantry belakang OPMC,10
03/03/2024,3,Koridor Witel dan OPMC,10
03/03/2024,3,Tempat Wudhu Pria,1
03/03/2024,4,Manager Arnet,1
03/03/2024,6,Lobby,1
03/03/2024,7,Ruang Meeting 2,10
03/03/2024,6,DBT 2 OPMC Lobby,4
03/03/2024,2,DGM,1
03/03/2024,6,Musshola,1
03/03/2024,3,Toilet Perempuan,4
03/03/2024,1,Gudang,2
03/03/2024,4,Pantry OPMC Belakang,6
03/03/2024,7,Toilet Wanita,2
03/03/2024,3,HR,10
03/03/2024,6,Istirahat,4
03/03/2024,4,HR,4
03/03/2024,6,Meeting 2,2
03/03/2024,6,Manager Kopeg Tel,9
03/03/2024,8,Aula Dalam,5
03/03/2024,6,DBT 2 OPMC Working Space,14
03/03/2024,6,DBT 2 OPMC Project 4,10
03/03/2024,4,Manager WOC Depan,7
03/03/2024,6,DBT Lorong,2
03/03/2024,8,Aula Dalam,6
03/03/2024,2,DGM,9
03/03/2024,6,Wudhu,3
03/03/2024,6,DBT 2 OPMC Project 3,6
03/03/2024,7,Ruang Lobby,2
03/03/2024,6,Monitor Control,9
03/03/2024,6,Penyimpanan,4
03/03/2024,7,Koridor,17
03/03/2024,1,Toilet Pria Samping Lift,7
03/03/2024,8,Evakuasi,7
03/03/2024,7,Ruang SL 3,6
03/03/2024,5,GS,6
03/03/2024,7,Ruang Working Space,73
03/03/2024,8,Fitness,19
03/03/2024,6,Server,1
03/03/2024,5,Finance,3
03/03/2024,2,Warroom,1
03/03/2024,7,Ruang Smoking,13
03/03/2024,3,Masjid,218
03/03/2024,6,Pimpinan,8
03/03/2024,6,Meeting 2,20
03/03/2024,6,Istirahat,1
03/03/2024,5,Rapat,6
03/03/2024,6,DBT 2 OPMC Pantry,5
03/03/2024,4,Toilet Laki - Laki,3
03/03/2024,4,Koridor Witel dan OPMC,17
03/03/2024,1,P2Tel,3
03/03/2024,7,Meeting 1,3
03/03/2024,7,Ruang Meeting 4,10
03/03/2024,6,Musshola,5
03/03/2024,7,Ruang Istirahat,2
03/03/2024,8,Kamar mandi wanita,1
03/03/2024,1,Toilet Wanita Lobby,1
03/03/2024,3,Digital Lab,10
03/03/2024,3,Tempat Wudhu Pria,11
03/03/2024,1,Pompa,3
03/03/2024,3,Toilet Laki,7
03/03/2024,6,Kamar Mandi Pria,1
03/03/2024,5,Rapat,8
03/03/2024,4,WOC,6
03/03/2024,6,Server,6
03/03/2024,6,Dapur,1
03/03/2024,7,Ruang Pantry,9
03/03/2024,2,Makan,10
03/03/2024,6,DBT 2 OPMC Meeting 2,7
03/03/2024,4,Toilet Perempuan,1
03/03/2024,6,DBT 2 OPMC Working Space,1
03/03/2024,5,Manager GS,9
03/03/2024,5,Paycall,3
03/03/2024,3,Tempat Wudhu Wanita,8
03/03/2024,7,Ruang Working Space,18
03/03/2024,4,Koridor Witel dan OPMC,9
03/03/2024,7,Ruang Nursery,4
03/03/2024,8,Kamar mandi wanita,8
03/03/2024,6,DBT 2 OPMC Helpdesk,0
03/03/2024,2,Fosikatel,1
03/03/2024,7,Ruang SL 2,5
03/03/2024,7,Ruang Lobby,17
03/03/2024,6,DBT 2 OPMC Project 1,3
03/03/2024,2,WAN,1
03/03/2024,6,Loker Pria,9
03/03/2024,6,DBT 2 OPMC Meeting 1,7
03/03/2024,8,Pantry,4
03/03/2024,6,Istirahat,8
03/03/2024,6,DBT 2 OPMC Pantry,8
03/03/2024,2,Fosikatel,4
03/03/2024,6,Meeting,8
03/03/2024,6,Wudhu,4
03/03/2024,6,Manager Kopeg Tel,10
03/03/2024,6,DBT 2 OPMC Istirahat,10
03/03/2024,6,DBT 2 OPMC Project 2,8
03/03/2024,6,Working Space,12
03/03/2024,6,Penyimpanan,7
03/03/2024,2,Tamu,5
03/03/2024,2,Rapat Besar,8
03/03/2024,7,Ruang SL 3,12
03/03/2024,5,Paycall,4
03/03/2024,3,CC,8
03/03/2024,4,WOC,8
03/03/2024,8,Kamar mandi pria,7
03/03/2024,7,Ruang SL 1,9
03/03/2024,6,DBT 2 OPMC Musshola,9
03/03/2024,1,Parkir Motor,4
03/03/2024,6,Tunggu,1
03/03/2024,4,Toilet Laki - Laki,6
03/03/2024,7,Toilet Pria,1
03/03/2024,3,Digital Lab,19
03/03/2024,7,Ruang Meeting 3,13
03/03/2024,6,DBT 2 OPMC Project 2,1
03/03/2024,4,Rapat WOC,18
03/03/2024,3,Rapat HR,14
03/03/2024,1,Toilet Wanita Samping Lift,1
03/03/2024,1,DBS,1
03/03/2024,4,Manager WOC Belakang,8
03/03/2024,2,GM,20
03/03/2024,7,Ruang Dapur,3
03/03/2024,6,Pantry 2,7
03/03/2024,6,DBT 2 OPMC Operational Video Wall,4
03/03/2024,5,Manager,4
03/03/2024,7,Koridor,2
03/03/2024,6,Kamar Mandi Wanita,1
03/03/2024,3,Tempat Wudhu Wanita,2
03/03/2024,2,Business service,7
03/03/2024,1,Toilet Pria Lobby,5
03/03/2024,6,Meeting,19
03/03/2024,3,Rapat CC,16
03/03/2024,3,Rapat CC,5
03/03/2024,6,Loker Pria,5
03/03/2024,7,Ruang Meeting 2,8
03/03/2024,3,Masjid,3
03/03/2024,6,DBT 2 OPMC Meeting 2,10
03/03/2024,3,CC,9
03/03/2024,6,DBT 2 OPMC Bigbox,10
03/03/2024,6,DBT 2 OPMC Lobby,0
03/03/2024,6,DBT 2 OPMC Helpdesk,5
03/03/2024,6,Istirahat,3
03/03/2024,6,DBT 2 OPMC Musshola,1
03/03/2024,6,Tunggu,10
03/03/2024,7,Meeting 1,19
03/03/2024,4,Anet,20
03/03/2024,6,Pantry 2,10
03/03/2024,4,Rapat Arnet,8
03/03/2024,4,Manager Arnet,9
03/03/2024,6,Kamar Mandi Pria,4
03/03/2024,6,DBT 2 OPMC Meeting 1,3
03/03/2024,5,Manager,3
03/03/2024,6,Dapur,6
03/03/2024,5,Manager GS,8
03/03/2024,2,Rapat Kecil,10
03/03/2024,6,DBT 2 OPMC Operational Video Wall,2
03/03/2024,4,Big Box,3
03/03/2024,8,Aula Luar,8
03/03/2024,2,Rapat Kecil,3
03/03/2024,6,Loker Wanita,2
03/03/2024,3,DKM,9
03/03/2024,8,Pantry,6
03/03/2024,4,Anet,4
03/03/2024,1,Workshop,1
03/03/2024,3,Toilet Laki,3
03/03/2024,6,DBT 2 OPMC Istirahat,5
03/03/2024,8,Evakuasi,2
03/03/2024,8,Kamar mandi pria,3
03/03/2024,1,Pool KBM,2
03/03/2024,7,Ruang Istirahat,6
03/03/2024,5,Finance,16
03/04/2024,4,Big Box,7
03/04/2024,7,Ruang SL 2,8
03/04/2024,4,Pantry OPMC Belakang,8
03/04/2024,6,DBT 2 OPMC Project 1,1
03/04/2024,3,Rapat HR,7
03/04/2024,4,Toilet Laki - Laki,1
03/04/2024,7,Meeting 1,17
03/04/2024,7,Ruang SL 3,8
03/04/2024,4,Koridor Witel dan OPMC,9
03/04/2024,6,Manager Kopeg Tel,8
03/04/2024,1,DBS,9
03/04/2024,7,Ruang Meeting 2,10
03/04/2024,3,HR,12
03/04/2024,2,Tamu,2
03/04/2024,8,Pantry,7
03/04/2024,7,Ruang Smoking,18
03/04/2024,7,Ruang Meeting 3,15
03/04/2024,2,GM,8
03/04/2024,3,Digital Lab,16
03/04/2024,2,Tamu,1
03/04/2024,6,Istirahat,5
03/04/2024,8,Kamar mandi pria,5
03/04/2024,4,WOC,6
03/04/2024,8,Evakuasi,6
03/04/2024,2,Lobby,1
03/04/2024,6,Lobby,2
03/04/2024,2,Makan,13
03/04/2024,3,Rapat HR,1
03/04/2024,7,Toilet Pria,2
03/04/2024,6,DBT 2 OPMC Bigbox,6
03/04/2024,3,Tempat Wudhu Wanita,3
03/04/2024,6,DBT 2 OPMC Bigbox,19
03/04/2024,5,Finance,6
03/04/2024,2,Gen Y Corner,7
03/04/2024,7,Ruang Istirahat,7
03/04/2024,1,Indibiz,8
03/04/2024,4,Toilet Perempuan,1
03/04/2024,4,Toilet Perempuan,7
03/04/2024,6,DBT 2 OPMC Meeting 2,10
03/04/2024,2,DGM,7
03/04/2024,3,Toilet Perempuan,5
03/04/2024,7,Toilet Wanita,10
03/04/2024,3,Koridor Witel dan OPMC,4
03/04/2024,6,DBT Lorong,0
03/04/2024,6,DBT 2 OPMC Meeting 2,7
03/04/2024,7,Ruang Meeting 2,6
03/04/2024,8,Aula Dalam,8
03/04/2024,7,Ruang Meeting 4,12
03/04/2024,4,Anet,7
03/04/2024,2,Rapat Besar,27
03/04/2024,1,Lobby,6
03/04/2024,6,Istirahat,10
03/04/2024,3,Rapat CC,2
03/04/2024,5,Finance,14
03/04/2024,7,Koridor,12
03/04/2024,7,Ruang Dapur,1
03/04/2024,3,CC,6
03/04/2024,6,DBT 2 OPMC Working Space,1
03/04/2024,3,Rapat CC,16
03/04/2024,2,Koridor OPMC,11
03/04/2024,6,Meeting,18
03/04/2024,4,HR,15
03/04/2024,8,Aula Luar,7
03/04/2024,2,Rapat Kecil,3
03/04/2024,6,Meeting 2,7
03/04/2024,1,Gudang,2
03/04/2024,6,Kamar Mandi Pria,2
03/04/2024,6,Monitor Control,9
03/04/2024,6,DBT 2 OPMC Musshola,1
03/04/2024,6,DBT 2 OPMC Helpdesk,5
03/04/2024,3,DKM,8
03/04/2024,8,Aula Luar,3
03/04/2024,8,Evakuasi,1
03/04/2024,6,DBT 2 OPMC Project 1,3
03/04/2024,6,DBT 2 OPMC Istirahat,3
03/04/2024,6,Pantry 2,1
03/04/2024,2,Makan,10
03/04/2024,5,Manager,11
03/04/2024,3,Toilet Laki,5
03/04/2024,1,P2Tel,1
03/04/2024,1,Toilet Pria Lobby,9
03/04/2024,1,Satpam,2
03/04/2024,5,Paycall,6
03/04/2024,6,Dapur,0
03/04/2024,2,GM,9
03/04/2024,2,DGM,14
03/04/2024,4,Rapat Arnet,11
03/04/2024,3,Toilet Perempuan,7
03/04/2024,6,Musshola,2
03/04/2024,6,Wudhu,8
03/04/2024,8,Kamar mandi wanita,1
03/04/2024,4,HR,10
03/04/2024,3,Manager CC,7
03/04/2024,6,Istirahat,9
03/04/2024,8,Fitness,16
03/04/2024,2,Rapat Besar,9
03/04/2024,6,Meeting,9
03/04/2024,6,Monitor Control,5
03/04/2024,5,Manager,1
03/04/2024,1,Pompa,3
03/04/2024,4,Manager WOC Depan,8
03/04/2024,6,DBT 2 OPMC Working Space,10
03/04/2024,3,Manager CC,9
03/04/2024,6,Tunggu,9
03/04/2024,3,Masjid,232
03/04/2024,6,DBT 2 OPMC Pantry,4
03/04/2024,6,Loker Wanita,5
03/04/2024,7,Ruang SL 1,9
03/04/2024,2,Gen Y Corner,14
03/04/2024,7,Toilet Pria,7
03/04/2024,3,Toilet Laki,1
03/04/2024,6,DBT Lorong,7
03/04/2024,4,Koridor Witel dan OPMC,0
03/04/2024,6,Server,3
03/04/2024,6,Kamar Mandi Pria,4
03/04/2024,8,Kamar mandi wanita,2
03/04/2024,5,Rapat,1
03/04/2024,7,Ruang Lobby,19
03/04/2024,6,Pimpinan,5
03/04/2024,8,Pantry,8
03/04/2024,8,Aula Dalam,6
03/04/2024,3,Tempat Wudhu Pria,13
03/04/2024,1,SAS,4
03/04/2024,6,Kamar Mandi Wanita,3
03/04/2024,6,Working Space,10
03/04/2024,4,Manager Arnet,8
03/04/2024,6,DBT 2 OPMC Project 3,8
03/04/2024,1,Toilet Wanita Lobby,9
03/04/2024,4,Big Box,6
03/04/2024,3,Koridor Witel dan OPMC,12
03/04/2024,6,DBT 2 OPMC Storage,7
03/04/2024,3,Tempat Wudhu Wanita,6
03/04/2024,6,DBT 2 OPMC Project 3,2
03/04/2024,7,Ruang SL 3,10
03/04/2024,6,DBT 2 OPMC Pantry 2,0
03/04/2024,4,Toilet Laki - Laki,6
03/04/2024,4,WOC,4
03/04/2024,1,Pool KBM,4
03/04/2024,7,Ruang Working Space,9
03/04/2024,7,Ruang Nursery,6
03/04/2024,6,DBT 2 OPMC Operational Video Wall,9
03/04/2024,7,Ruang Lobby,4
03/04/2024,5,GS,4
03/04/2024,2,Business service,4
03/04/2024,3,Masjid,15
03/04/2024,8,Fitness,7
03/04/2024,4,Manager WOC Belakang,10
03/04/2024,1,Toilet Wanita Samping Lift,10
03/04/2024,7,Ruang Pantry,3
03/04/2024,6,Penyimpanan,5
03/04/2024,6,Loker Pria,2
03/04/2024,1,Workshop,3
03/04/2024,2,Lobby,6
03/04/2024,3,HR,6
03/04/2024,4,Manager Arnet,7
03/04/2024,3,DKM,9
03/04/2024,2,Pantry belakang OPMC,10
03/04/2024,5,Rapat,8
03/04/2024,6,Penyimpanan,2
03/04/2024,5,Paycall,5
03/04/2024,7,Ruang Smoking,3
03/04/2024,3,Digital Lab,3
03/04/2024,2,Warroom,2
03/04/2024,6,Kamar Mandi Wanita,2
03/04/2024,1,Toilet Pria Samping Lift,5
03/04/2024,6,DBT 2 OPMC Lobby,2
03/04/2024,2,Gudang WAN,9
03/04/2024,7,Ruang Lift,2
03/04/2024,6,Dapur,3
03/04/2024,2,Koridor OPMC,5
03/04/2024,4,Manager WOC Belakang,5
03/04/2024,4,Manager WOC Depan,1
03/04/2024,2,Fosikatel,2
03/04/2024,6,DBT 2 OPMC Storage,10
03/04/2024,8,Kamar mandi pria,0
03/04/2024,6,Pimpinan,9
03/04/2024,6,Lobby,7
03/04/2024,7,Toilet Wanita,3
03/04/2024,6,DBT 2 OPMC Pantry,3
03/04/2024,1,P3K,8
03/04/2024,6,Wudhu,5
03/04/2024,7,Ruang Meeting 4,16
03/04/2024,6,DBT 2 OPMC Helpdesk,10
03/04/2024,6,Pantry 2,0
03/04/2024,4,Rapat Arnet,7
03/04/2024,1,Pantry DBS,9
03/04/2024,6,DBT 2 OPMC Meeting 1,0
03/04/2024,6,Tunggu,8
03/04/2024,6,DBT 2 OPMC Project 2,4
03/04/2024,6,DBT 2 OPMC Lobby,10
03/04/2024,3,CC,7
03/04/2024,2,Gudang WAN,4
03/04/2024,6,Loker Pria,5
03/04/2024,6,DBT 2 OPMC Musshola,4
03/04/2024,6,DBT 2 OPMC Project 4,5
03/04/2024,1,Parkir Motor,2
03/04/2024,7,Ruang Istirahat,10
03/04/2024,2,WAN,3
03/04/2024,6,DBT 2 OPMC Pantry 2,9
03/04/2024,4,Rapat WOC,14
03/04/2024,6,DBT 2 OPMC Istirahat,12
03/04/2024,2,Business service,7
03/04/2024,7,Koridor,6
03/04/2024,6,DBT 2 OPMC Operational Video Wall,5
03/04/2024,4,Rapat WOC,9
03/04/2024,2,WAN,5
03/04/2024,4,Pantry OPMC Belakang,3
03/04/2024,6,DBT 2 OPMC Project 2,8
03/04/2024,7,Ruang Working Space,86
03/04/2024,7,Ruang Dapur,4
03/04/2024,6,Istirahat,3
03/04/2024,4,Anet,4
03/04/2024,6,DBT 2 OPMC Meeting 1,4
03/04/2024,5,Manager GS,6
03/04/2024,7,Ruang Lift,9
03/04/2024,2,Pantry belakang OPMC,2
03/04/2024,6,DBT 2 OPMC Project 4,1
03/04/2024,6,Musshola,6
03/04/2024,5,Manager GS,1
03/04/2024,7,Meeting 1,7
03/04/2024,7,Ruang Pantry,1
03/04/2024,6,Loker Wanita,1
03/04/2024,3,Tempat Wudhu Pria,2
03/04/2024,7,Ruang SL 2,2
03/04/2024,2,Fosikatel,10
03/04/2024,6,Working Space,8
03/04/2024,7,Ruang Nursery,4
03/05/2024,6,DBT 2 OPMC Musshola,8
03/05/2024,7,Ruang Meeting 2,11
03/05/2024,1,Parkir Motor,4
03/05/2024,6,Pantry 2,10
03/05/2024,6,DBT 2 OPMC Project 3,1
03/05/2024,5,Manager,3
03/05/2024,6,Musshola,1
03/05/2024,7,Ruang Lobby,8
03/05/2024,2,DGM,14
03/05/2024,4,Pantry OPMC Belakang,6
03/05/2024,6,Manager Kopeg Tel,1
03/05/2024,3,Toilet Laki,5
03/05/2024,7,Ruang SL 2,2
03/05/2024,6,DBT 2 OPMC Istirahat,8
03/05/2024,2,WAN,2
03/05/2024,6,Manager Kopeg Tel,0
03/05/2024,5,Paycall,2
03/05/2024,8,Pantry,3
03/05/2024,5,Finance,11
03/05/2024,2,Fosikatel,9
03/05/2024,4,WOC,2
03/05/2024,2,Rapat Kecil,6
03/05/2024,7,Ruang Meeting 4,18
03/05/2024,6,DBT 2 OPMC Operational Video Wall,2
03/05/2024,7,Ruang Working Space,20
03/05/2024,2,Makan,10
03/05/2024,6,Monitor Control,1
03/05/2024,8,Pantry,5
03/05/2024,7,Ruang SL 2,10
03/05/2024,3,Rapat CC,1
03/05/2024,3,Toilet Laki,7
03/05/2024,6,DBT 2 OPMC Pantry,5
03/05/2024,5,Paycall,3
03/05/2024,6,DBT 2 OPMC Project 4,5
03/05/2024,7,Ruang Istirahat,7
03/05/2024,6,Tunggu,10
03/05/2024,4,HR,6
03/05/2024,1,Workshop,1
03/05/2024,6,Tunggu,5
03/05/2024,1,Satpam,4
03/05/2024,2,Koridor OPMC,10
03/05/2024,6,Kamar Mandi Pria,1
03/05/2024,8,Aula Luar,4
03/05/2024,4,Toilet Laki - Laki,8
03/05/2024,6,DBT 2 OPMC Meeting 1,4
03/05/2024,4,Rapat WOC,4
03/05/2024,7,Ruang Working Space,76
03/05/2024,7,Ruang Istirahat,5
03/05/2024,7,Toilet Wanita,2
03/05/2024,6,DBT 2 OPMC Project 2,7
03/05/2024,2,Makan,12
03/05/2024,3,Digital Lab,17
03/05/2024,7,Meeting 1,2
03/05/2024,6,Istirahat,6
03/05/2024,1,DBS,4
03/05/2024,2,GM,11
03/05/2024,1,Toilet Wanita Samping Lift,2
03/05/2024,3,Rapat HR,1
03/05/2024,6,DBT 2 OPMC Lobby,4
03/05/2024,6,Loker Pria,8
03/05/2024,4,Manager Arnet,2
03/05/2024,4,WOC,9
03/05/2024,5,Manager GS,0
03/05/2024,2,Fosikatel,4
03/05/2024,7,Ruang SL 1,7
03/05/2024,6,Istirahat,10
03/05/2024,7,Ruang Nursery,3
03/05/2024,5,Rapat,2
03/05/2024,1,Pantry DBS,1
03/05/2024,7,Toilet Pria,1
03/05/2024,3,CC,2
03/05/2024,2,Rapat Besar,5
03/05/2024,6,Meeting,7
03/05/2024,6,DBT 2 OPMC Operational Video Wall,3
03/05/2024,7,Ruang Lift,1
03/05/2024,2,Gudang WAN,5
03/05/2024,6,DBT 2 OPMC Meeting 2,3
03/05/2024,3,Tempat Wudhu Wanita,3
03/05/2024,1,Lobby,7
03/05/2024,4,Manager WOC Belakang,4
03/05/2024,6,Penyimpanan,6
03/05/2024,6,Kamar Mandi Pria,3
03/05/2024,7,Ruang Pantry,3
03/05/2024,5,GS,2
03/05/2024,7,Ruang Meeting 3,10
03/05/2024,6,Loker Wanita,3
03/05/2024,6,Working Space,17
03/05/2024,4,Big Box,8
03/05/2024,7,Ruang Meeting 2,5
03/05/2024,6,Server,1
03/05/2024,4,Anet,10
03/05/2024,6,DBT 2 OPMC Project 1,7
03/05/2024,6,DBT 2 OPMC Storage,2
03/05/2024,4,Toilet Laki - Laki,6
03/05/2024,3,Koridor Witel dan OPMC,9
03/05/2024,3,Tempat Wudhu Pria,5
03/05/2024,3,Tempat Wudhu Wanita,2
03/05/2024,4,Koridor Witel dan OPMC,8
03/05/2024,7,Ruang SL 3,11
03/05/2024,6,Dapur,10
03/05/2024,3,Digital Lab,5
03/05/2024,2,Warroom,14
03/05/2024,7,Ruang SL 1,11
03/05/2024,8,Aula Dalam,1
03/05/2024,6,Wudhu,3
03/05/2024,8,Aula Luar,9
03/05/2024,3,Rapat CC,8
03/05/2024,8,Kamar mandi pria,2
03/05/2024,2,Tamu,4
03/05/2024,6,DBT 2 OPMC Meeting 2,1
03/05/2024,3,Masjid,15
03/05/2024,6,DBT 2 OPMC Working Space,9
03/05/2024,6,DBT 2 OPMC Meeting 1,15
03/05/2024,6,Monitor Control,10
03/05/2024,4,Rapat Arnet,6
03/05/2024,6,DBT 2 OPMC Project 2,9
03/05/2024,4,Toilet Perempuan,7
03/05/2024,1,P2Tel,6
03/05/2024,2,Business service,2
03/05/2024,1,Pompa,4
03/05/2024,6,Lobby,8
03/05/2024,6,DBT 2 OPMC Bigbox,4
03/05/2024,8,Kamar mandi wanita,3
03/05/2024,2,Lobby,3
03/05/2024,3,Toilet Perempuan,6
03/05/2024,6,Meeting 2,5
03/05/2024,2,DGM,9
03/05/2024,4,HR,7
03/05/2024,8,Kamar mandi wanita,1
03/05/2024,4,Pantry OPMC Belakang,4
03/05/2024,3,HR,12
03/05/2024,6,DBT 2 OPMC Pantry 2,10
03/05/2024,4,Rapat WOC,3
03/05/2024,7,Toilet Pria,4
03/05/2024,6,Kamar Mandi Wanita,3
03/05/2024,2,Pantry belakang OPMC,3
03/05/2024,6,Pimpinan,8
03/05/2024,2,Gudang WAN,2
03/05/2024,8,Fitness,20
03/05/2024,2,Lobby,1
03/05/2024,5,Finance,2
03/05/2024,3,Manager CC,4
03/05/2024,3,HR,1
03/05/2024,6,DBT 2 OPMC Working Space,15
03/05/2024,2,GM,5
03/05/2024,7,Ruang SL 3,4
03/05/2024,6,DBT 2 OPMC Project 3,4
03/05/2024,6,Pantry 2,2
03/05/2024,2,Gen Y Corner,14
03/05/2024,7,Ruang Smoking,8
03/05/2024,7,Koridor,5
03/05/2024,6,DBT 2 OPMC Bigbox,15
03/05/2024,1,Toilet Pria Lobby,6
03/05/2024,7,Ruang Nursery,8
03/05/2024,4,Manager Arnet,6
03/05/2024,2,Gen Y Corner,2
03/05/2024,6,Kamar Mandi Wanita,1
03/05/2024,6,Loker Wanita,7
03/05/2024,4,Manager WOC Depan,1
03/05/2024,6,DBT Lorong,1
03/05/2024,6,Penyimpanan,7
03/05/2024,6,DBT 2 OPMC Helpdesk,0
03/05/2024,6,Loker Pria,5
03/05/2024,6,Meeting,9
03/05/2024,8,Kamar mandi pria,10
03/05/2024,6,DBT 2 OPMC Istirahat,2
03/05/2024,6,DBT 2 OPMC Project 4,6
03/05/2024,7,Koridor,10
03/05/2024,5,Manager,15
03/05/2024,1,Gudang,2
03/05/2024,5,GS,3
03/05/2024,4,Koridor Witel dan OPMC,25
03/05/2024,7,Ruang Meeting 4,11
03/05/2024,3,Manager CC,10
03/05/2024,7,Meeting 1,4
03/05/2024,3,Masjid,271
03/05/2024,4,Manager WOC Belakang,7
03/05/2024,8,Fitness,7
03/05/2024,7,Ruang Smoking,16
03/05/2024,8,Aula Dalam,6
03/05/2024,4,Manager WOC Depan,2
03/05/2024,4,Big Box,1
03/05/2024,4,Rapat Arnet,1
03/05/2024,6,Working Space,7
03/05/2024,1,Pool KBM,3
03/05/2024,6,Wudhu,9
03/05/2024,6,DBT 2 OPMC Storage,4
03/05/2024,1,SAS,1
03/05/2024,2,Tamu,8
03/05/2024,1,Indibiz,6
03/05/2024,2,Koridor OPMC,5
03/05/2024,4,Toilet Perempuan,6
03/05/2024,6,Istirahat,2
03/05/2024,2,Warroom,1
03/05/2024,6,Meeting 2,6
03/05/2024,6,DBT 2 OPMC Pantry 2,5
03/05/2024,6,Musshola,5
03/05/2024,7,Ruang Dapur,1
03/05/2024,6,Server,2
03/05/2024,2,Rapat Kecil,11
03/05/2024,6,Istirahat,14
03/05/2024,2,Pantry belakang OPMC,10
03/05/2024,1,Toilet Pria Samping Lift,2
03/05/2024,8,Evakuasi,2
03/05/2024,7,Ruang Pantry,1
03/05/2024,6,DBT Lorong,2
03/05/2024,3,Koridor Witel dan OPMC,5
03/05/2024,6,Lobby,0
03/05/2024,3,DKM,10
03/05/2024,5,Manager GS,1
03/05/2024,6,DBT 2 OPMC Helpdesk,5
03/05/2024,6,Pimpinan,7
03/05/2024,2,Rapat Besar,20
03/05/2024,4,Anet,7
03/05/2024,6,DBT 2 OPMC Lobby,3
03/05/2024,3,DKM,6
03/05/2024,1,P3K,5
03/05/2024,7,Toilet Wanita,3
03/05/2024,6,DBT 2 OPMC Musshola,10
03/05/2024,6,Dapur,2
03/05/2024,7,Ruang Lift,9
03/05/2024,2,Business service,4
03/05/2024,1,Toilet Wanita Lobby,3
03/05/2024,7,Ruang Meeting 3,15
03/05/2024,3,CC,1
03/05/2024,3,Tempat Wudhu Pria,6
03/05/2024,7,Ruang Lobby,4
03/06/2024,4,Rapat WOC,9
03/06/2024,2,Gudang WAN,7
03/06/2024,2,GM,18
03/06/2024,6,DBT 2 OPMC Project 4,9
03/06/2024,3,Koridor Witel dan OPMC,10
03/06/2024,4,Toilet Perempuan,7
03/06/2024,1,DBS,9
03/06/2024,4,Manager WOC Belakang,2
03/06/2024,4,Koridor Witel dan OPMC,9
03/06/2024,6,Lobby,6
03/06/2024,6,DBT 2 OPMC Operational Video Wall,5
03/06/2024,6,DBT 2 OPMC Lobby,1
03/06/2024,7,Ruang SL 3,2
03/06/2024,6,Penyimpanan,4
03/06/2024,1,Lobby,8
03/06/2024,8,Kamar mandi wanita,3
03/06/2024,2,DGM,4
03/06/2024,6,Kamar Mandi Pria,2
03/06/2024,3,Digital Lab,1
03/06/2024,6,Kamar Mandi Wanita,2
03/06/2024,6,Wudhu,8
03/06/2024,3,Tempat Wudhu Pria,8
03/06/2024,6,Penyimpanan,8
03/06/2024,7,Toilet Wanita,3
03/06/2024,7,Ruang Working Space,81
03/06/2024,1,Toilet Wanita Samping Lift,5
03/06/2024,7,Ruang Istirahat,6
03/06/2024,6,DBT 2 OPMC Helpdesk,1
03/06/2024,6,Meeting,14
03/06/2024,5,Manager,9
03/06/2024,6,DBT 2 OPMC Project 3,1
03/06/2024,2,Lobby,2
