Timestamp,Nama Gedung,Lantai,Ruangan,Hasil Ukur Suhu (Celsius),Hasil Ukur Lumens (lx)
2024-01-23,WITEL,1,Lobby,25,222
2024-01-23,WITEL,1,Ruang SAS,30,257
2024-01-23,WITEL,1,Ruang DBS,28,260
2024-01-23,WITEL,1,Ruang Pantry DBS,29,215
2024-01-23,WITEL,1,Ruang P3K,27,186
2024-01-23,WITEL,1,Ruang P2Tel,27,164
2024-01-23,WITEL,1,Ruang Indibizz,31,211
2024-01-23,WITEL,2,Ruang Lobby,26,222
2024-01-23,WITEL,2,Ruang DGM,24,344
2024-01-23,WITEL,2,Ruang GM,23,233
2024-01-23,WITEL,2,Ruang Rapat Kecil,23,328
2024-01-23,WITEL,2,Ruang Tamu,30,169
2024-01-23,WITEL,2,Ruang Rapat Besar,24,355
2024-01-23,WITEL,2,Ruang Makan,33,177
2024-01-23,WITEL,2,Ruang Gen Y Corner,32,191
2024-01-23,WITEL,3,Ruang Digital LAB,28,252
2024-01-23,WITEL,3,Ruang HR,32,228
2024-01-23,WITEL,3,Ruang CC,25,335
2024-01-23,WITEL,3,Ruang Manager CC,21,146
2024-01-23,WITEL,3,Ruang Rapat CC,24,354
2024-01-23,WITEL,3,Ruang Rapat HR,26,248
2024-01-23,WITEL,3,Ruang Koridor,29,121
2024-01-23,WITEL,4,Ruang Arnet,28,156
2024-01-23,WITEL,4,Ruang HR,31,214
2024-01-23,WITEL,4,Ruang BigBox,31,174
2024-01-23,WITEL,4,Ruang Rapat Arnet,26,224
2024-01-23,WITEL,4,Ruang Manager Arnet,21,209
2024-01-23,WITEL,5,Pantry,29,342
2024-01-23,WITEL,5,Ruang Manager GS,24,273
2024-01-23,WITEL,5,Ruang Manager,22,260
2024-01-23,WITEL,5,Ruang Istirahat,27,289
2024-01-23,WITEL,5,Ruang Kopeg Tel,28,267
2024-01-23,WITEL,5,Ruang Rapat,24,237
2024-01-23,WITEL,5,Working Space,29,120
2024-01-23,WITEL,5,Toilet Cowo,31,106
2024-01-23,WITEL,5,Toilet Cewe,29,268
2024-01-23,WITEL,5,Koridor,29,157
2024-01-23,WITEL,6,Koridor IDO,31,233
2024-01-23,WITEL,6,Toilet cewe,29,246
2024-01-23,WITEL,6,Working Space,33,163
2024-01-23,WITEL,6,Ruang Meeting Segi,24,237
2024-01-23,WITEL,6,Loker pria,32,197
2024-01-23,WITEL,6,Loker wanita,33,191
2024-01-23,WITEL,6,Gudang konsumsi,29,198
2024-01-23,WITEL,6,Ruang SL,32,235
2024-01-23,WITEL,6,R. Meeting Internal,23,258
2024-01-23,WITEL,6,R. Pantry,28,240
2024-01-23,WITEL,7,Koridor Agree,27,128
2024-01-23,WITEL,7,Kamar mandi pria,30,298
2024-01-23,WITEL,7,Dapur,29,368
2024-01-23,WITEL,7,Lobby,26,244
2024-01-23,WITEL,7,Ruang Meeting 1,25,496
2024-01-23,WITEL,7,Ruang Meeting 2,25,548
2024-01-23,WITEL,7,Pantry,28,299
2024-01-23,WITEL,7,Ruang Nursery,31,311
2024-01-23,WITEL,7,Kamar mandi wanita,30,168
2024-01-23,WITEL,7,Working Space,29,252
2024-01-23,WITEL,7,Ruang SL,31,139
2024-01-23,WITEL,7,Ruang deputi,32,199
2024-01-23,WITEL,7,Ruang SL Agree,31,223
2024-01-23,WITEL,7,Ruang meeting 3,26,290
2024-01-23,WITEL,7,Ruang meeting 4,23,225
2024-01-23,WITEL,8,AULA,28,277
2024-01-23,WITEL,8,Operator,32,278
2024-01-23,WITEL,8,Fitness,31,114
2024-01-23,WITEL,8,Toilet perempuan,31,170
2024-01-23,WITEL,8,Toilet Pria,30,269
2024-01-23,OPMC,2,Ruang Warroom,27,251
2024-01-23,OPMC,2,Ruang Fosikatel,30,122
2024-01-23,OPMC,2,Ruang Bussiness Service,29,166
2024-01-23,OPMC,2,Ruang WAN,30,317
2024-01-23,OPMC,3,Masjid,31,94
2024-01-23,OPMC,3,Tempat Wudhu Pria,29,248
2024-01-23,OPMC,3,Tempat Wudhu Wanita,29,170
2024-01-23,OPMC,5,Mushola,28,179
2024-01-23,OPMC,5,Working Space,27,197
2024-01-23,OPMC,5,Pantry Optima,29,270
2024-01-23,OPMC,5,Ruang Evakuasi,29,243
2024-01-23,OPMC,5,R. Manager Damam,24,403
2024-01-23,OPMC,5,Rapat Damam,24,311
2024-01-23,OPMC,5,Ruang Manager 1,20,375
2024-01-23,OPMC,5,Ruang Manager 2,25,197
2024-01-23,OPMC,6,Koridor DOA,29,137
2024-01-23,OPMC,6,Ruang Meeting luar,23,283
2024-01-23,OPMC,6,Ruang Health,30,273
2024-01-23,OPMC,6,Ruang Agriculture,32,67
2024-01-23,OPMC,6,Ruang Education,27,206
2024-01-23,OPMC,6,Ruang IoT,27,216
2024-01-23,OPMC,6,Pantry,31,190
2024-01-23,OPMC,6,Working Space,27,165
2024-01-23,OPMC,6,Ruang Big data dan AI,32,232
2024-01-23,OPMC,6,Ruang DCC,30,113
2024-01-23,OPMC,6,Koridor luar,31,223
2024-01-23,OPMC,6,Ruang SL,32,93
2024-01-23,STO,1,Ruang RIM 1,27,122
2024-01-23,STO,1,Ruang RIM 2,30,273
2024-01-23,STO,1,Ruang Staf Optik,31,243
2024-01-23,STO,1,Ruang ME,27,211
2024-01-23,STO,1,Ruang CME,28,143
2024-01-23,STO,1,Ruang Manager CME,23,261
2024-01-23,STO,1,Ruang FTM,31,153
2024-01-23,STO,1,Ruang Toilet,28,181
2024-01-23,STO,1,Ruang Maintenance,31,207
2024-01-23,STO,1,Ruang Istirahat Maintenance,30,213
2024-01-23,STO,1,"Ruang Toilet Lk=A, Pr=B",30,195
2024-01-23,STO,1,Ruang CCAN,25,202
2024-01-23,STO,1,Ruang Istirahat CCAN,28,161
2024-01-23,STO,1,Ruang Workshop,33,106
2024-01-23,STO,1,Ruang Manager,21,304
2024-01-23,STO,1,Ruang Hero,32,212
2024-01-23,STO,1,Ruang Istirahat Hero,30,203
2024-01-23,STO,1,Ruang Kopektel,32,194
2024-01-23,STO,1,Ruang Workspace,29,138
2024-01-23,STO,1,Ruang Pantry,29,246
2024-01-23,STO,1,Ruang Lobby DBT,28,261
2024-01-23,STO,1,Ruang Workshop 1,32,279
2024-01-23,STO,1,Ruang Workshop 2,28,158
2024-01-23,STO,1,Ruang Gudang,28,219
2024-01-23,STO,1,Ruang Private 1,32,121
2024-01-23,STO,1,Ruang Private 2,31,291
2024-01-23,STO,1,Ruang Working Space,31,269
2024-01-23,STO,1,Ruang Meeting Big,25,136
2024-01-23,STO,1,Ruang Meeting,24,193
2024-01-23,STO,1,Ruang Loker,28,147
2024-01-23,STO,1,Ruang Pantry Kotor,28,276
2024-01-23,STO,1,Ruang Musholla,32,294
2024-01-23,STO,1,Ruang Lobby,27,250
2024-01-23,STO,1,Ruang Meeting 1,26,527
2024-01-23,STO,1,Ruang Meeting 2,24,490
2024-01-23,STO,1,Ruang Telp,30,162
2024-01-23,STO,1,Ruang Nursery,28,151
2024-01-23,STO,1,Ruang Mushola,31,197
2024-01-23,STO,1,Ruang Kamar mandi,28,295
2024-01-23,STO,1,Ruang Meeting 1 (Koridor),26,391
2024-01-23,STO,1,Ruang Meeting 2 (Koridor),24,372
2024-01-23,STO,1,Lobby,27,358
2024-01-23,STO,1,Workspace,29,105
2024-01-23,STO,1,Pantry Basah,30,199
2024-01-23,STO,1,Kamar Mandi,30,255
2024-01-23,STO,1,Pantry,29,378
2024-01-23,STO,1,Ruang Security,32,207
2024-01-24,WITEL,1,Ruang Satpam,36,185
2024-01-24,WITEL,1,Ruang Workshop,29,159
2024-01-24,WITEL,1,Ruang Gudang,30,227
2024-01-24,WITEL,1,Ruang Pool KBM,30,118
2024-01-24,WITEL,1,Ruang Parkir Motor,34,326
2024-01-24,WITEL,1,Lobby,26,210
2024-01-24,WITEL,1,Ruang SAS,29,302
2024-01-24,WITEL,1,Ruang DBS,29,240
2024-01-24,WITEL,1,Ruang Pantry DBS,29,272
2024-01-24,WITEL,1,Ruang P3K,31,280
2024-01-24,WITEL,1,Ruang P2Tel,31,121
2024-01-24,WITEL,1,Ruang Indibizz,30,131
2024-01-24,WITEL,2,Ruang Lobby,26,228
2024-01-24,WITEL,2,Ruang DGM,23,141
2024-01-24,WITEL,2,Ruang GM,21,263
2024-01-24,WITEL,2,Ruang Rapat Kecil,26,163
2024-01-24,WITEL,2,Ruang Tamu,32,201
2024-01-24,WITEL,2,Ruang Rapat Besar,26,397
2024-01-24,WITEL,2,Ruang Makan,30,286
2024-01-24,WITEL,2,Ruang Gen Y Corner,28,221
2024-01-24,WITEL,3,Ruang Digital LAB,27,65
2024-01-24,WITEL,3,Ruang HR,31,219
2024-01-24,WITEL,3,Ruang CC,20,310
2024-01-24,WITEL,3,Ruang Manager CC,23,334
2024-01-24,WITEL,3,Ruang Rapat CC,26,408
2024-01-24,WITEL,3,Ruang Rapat HR,24,483
2024-01-24,WITEL,3,Ruang Koridor,28,135
2024-01-24,WITEL,4,Ruang Arnet,29,119
2024-01-24,WITEL,4,Ruang HR,32,272
2024-01-24,WITEL,4,Ruang BigBox,30,184
2024-01-24,WITEL,4,Ruang Rapat Arnet,26,218
2024-01-24,WITEL,4,Ruang Manager Arnet,22,270
2024-01-24,WITEL,5,Pantry,29,222
2024-01-24,WITEL,5,Ruang Manager GS,21,153
2024-01-24,WITEL,5,Ruang Manager,25,270
2024-01-24,WITEL,5,Ruang Istirahat,31,233
2024-01-24,WITEL,5,Ruang Kopeg Tel,29,189
2024-01-24,WITEL,5,Ruang Rapat,25,532
2024-01-24,WITEL,5,Working Space,28,140
2024-01-24,WITEL,5,Toilet Cowo,29,123
2024-01-24,WITEL,5,Toilet Cewe,29,306
2024-01-24,WITEL,5,Koridor,30,94
2024-01-24,WITEL,6,Koridor IDO,29,98
2024-01-24,WITEL,6,Toilet cewe,29,86
2024-01-24,WITEL,6,Working Space,32,86
2024-01-24,WITEL,6,Ruang Meeting Segi,25,524
2024-01-24,WITEL,6,Loker pria,28,255
2024-01-24,WITEL,6,Loker wanita,32,206
2024-01-24,WITEL,6,Gudang konsumsi,30,136
2024-01-24,WITEL,6,Ruang SL,31,269
2024-01-24,WITEL,6,R. Meeting Internal,23,403
2024-01-24,WITEL,6,R. Pantry,30,205
2024-01-24,WITEL,7,Koridor Agree,29,169
2024-01-24,WITEL,7,Kamar mandi pria,30,264
2024-01-24,WITEL,7,Dapur,30,283
2024-01-24,WITEL,7,Lobby,26,281
2024-01-24,WITEL,7,Ruang Meeting 1,25,274
2024-01-24,WITEL,7,Ruang Meeting 2,27,268
2024-01-24,WITEL,7,Pantry,31,223
2024-01-24,WITEL,7,Ruang Nursery,28,98
2024-01-24,WITEL,7,Kamar mandi wanita,32,91
2024-01-24,WITEL,7,Working Space,30,233
2024-01-24,WITEL,7,Ruang SL,31,253
2024-01-24,WITEL,7,Ruang deputi,32,219
2024-01-24,WITEL,7,Ruang SL Agree,30,161
2024-01-24,WITEL,7,Ruang meeting 3,25,315
2024-01-24,WITEL,7,Ruang meeting 4,27,255
2024-01-24,WITEL,8,AULA,30,258
2024-01-24,WITEL,8,Operator,29,177
2024-01-24,WITEL,8,Fitness,29,318
2024-01-24,WITEL,8,Toilet perempuan,28,97
2024-01-24,WITEL,8,Toilet Pria,28,181
2024-01-24,OPMC,2,Ruang Warroom,30,83
2024-01-24,OPMC,2,Ruang Fosikatel,31,245
2024-01-24,OPMC,2,Ruang Bussiness Service,32,126
2024-01-24,OPMC,2,Ruang WAN,32,314
2024-01-24,OPMC,3,Masjid,28,275
2024-01-24,OPMC,3,Tempat Wudhu Pria,31,253
2024-01-24,OPMC,3,Tempat Wudhu Wanita,31,196
2024-01-24,OPMC,5,Mushola,28,246
2024-01-24,OPMC,5,Working Space,31,204
2024-01-24,OPMC,5,Pantry Optima,28,275
2024-01-24,OPMC,5,Ruang Evakuasi,30,196
2024-01-24,OPMC,5,R. Manager Damam,20,174
2024-01-24,OPMC,5,Rapat Damam,24,265
2024-01-24,OPMC,5,Ruang Manager 1,26,336
2024-01-24,OPMC,5,Ruang Manager 2,20,290
2024-01-24,OPMC,6,Koridor DOA,30,117
2024-01-24,OPMC,6,Ruang Meeting luar,24,460
2024-01-24,OPMC,6,Ruang Health,30,149
2024-01-24,OPMC,6,Ruang Agriculture,32,186
2024-01-24,OPMC,6,Ruang Education,32,203
2024-01-24,OPMC,6,Ruang IoT,30,199
2024-01-24,OPMC,6,Pantry,30,223
2024-01-24,OPMC,6,Working Space,32,135
2024-01-24,OPMC,6,Ruang Big data dan AI,31,315
2024-01-24,OPMC,6,Ruang DCC,33,224
2024-01-24,OPMC,6,Koridor luar,28,168
2024-01-24,OPMC,6,Ruang SL,30,208
2024-01-24,STO,1,Ruang RIM 1,32,197
2024-01-24,STO,1,Ruang RIM 2,33,167
2024-01-24,STO,1,Ruang Staf Optik,30,290
2024-01-24,STO,1,Ruang ME,32,217
2024-01-24,STO,1,Ruang CME,32,248
2024-01-24,STO,1,Ruang Manager CME,21,431
2024-01-24,STO,1,Ruang FTM,32,281
2024-01-24,STO,1,Ruang Toilet,30,155
2024-01-24,STO,1,Ruang Maintenance,31,216
2024-01-24,STO,1,Ruang Istirahat Maintenance,30,166
2024-01-24,STO,1,"Ruang Toilet Lk=A, Pr=B",29,85
2024-01-24,STO,1,Ruang CCAN,27,165
2024-01-24,STO,1,Ruang Istirahat CCAN,30,187
2024-01-24,STO,1,Ruang Workshop,32,231
2024-01-24,STO,1,Ruang Manager,22,417
2024-01-24,STO,1,Ruang Hero,31,108
2024-01-24,STO,1,Ruang Istirahat Hero,30,132
2024-01-24,STO,1,Ruang Kopektel,30,194
2024-01-24,STO,1,Ruang Workspace,32,199
2024-01-24,STO,1,Ruang Pantry,28,291
2024-01-24,STO,1,Ruang Lobby DBT,25,326
2024-01-24,STO,1,Ruang Workshop 1,32,151
2024-01-24,STO,1,Ruang Workshop 2,30,176
2024-01-24,STO,1,Ruang Gudang,31,287
2024-01-24,STO,1,Ruang Private 1,33,175
2024-01-24,STO,1,Ruang Private 2,29,233
2024-01-24,STO,1,Ruang Working Space,33,291
2024-01-24,STO,1,Ruang Meeting Big,26,546
2024-01-24,STO,1,Ruang Meeting,25,260
2024-01-24,STO,1,Ruang Loker,27,205
2024-01-24,STO,1,Ruang Pantry Kotor,29,387
2024-01-24,STO,1,Ruang Musholla,28,166
2024-01-24,STO,1,Ruang Lobby,26,362
2024-01-24,STO,1,Ruang Meeting 1,25,526
2024-01-24,STO,1,Ruang Meeting 2,23,438
2024-01-24,STO,1,Ruang Telp,29,109
2024-01-24,STO,1,Ruang Nursery,29,170
2024-01-24,STO,1,Ruang Mushola,31,104
2024-01-24,STO,1,Ruang Kamar mandi,31,126
2024-01-24,STO,1,Ruang Meeting 1 (Koridor),25,274
2024-01-24,STO,1,Ruang Meeting 2 (Koridor),23,231
2024-01-24,STO,1,Lobby,27,236
2024-01-24,STO,1,Workspace,30,113
2024-01-24,STO,1,Pantry Basah,28,228
2024-01-24,STO,1,Kamar Mandi,29,248
2024-01-24,STO,1,Pantry,29,298
2024-01-24,STO,1,Ruang Security,28,130
2024-01-25,WITEL,1,Ruang Satpam,31,330
2024-01-25,WITEL,1,Ruang Workshop,30,228
2024-01-25,WITEL,1,Ruang Gudang,31,245
2024-01-25,WITEL,1,Ruang Pool KBM,31,268
2024-01-25,WITEL,1,Ruang Parkir Motor,32,517
2024-01-25,WITEL,1,Lobby,25,332
2024-01-25,WITEL,1,Ruang SAS,31,297
2024-01-25,WITEL,1,Ruang DBS,27,212
2024-01-25,WITEL,1,Ruang Pantry DBS,29,220
2024-01-25,WITEL,1,Ruang P3K,30,132
2024-01-25,WITEL,1,Ruang P2Tel,31,294
2024-01-25,WITEL,1,Ruang Indibizz,29,327
2024-01-25,WITEL,2,Ruang Lobby,26,225
2024-01-25,WITEL,2,Ruang DGM,23,302
2024-01-25,WITEL,2,Ruang GM,25,238
2024-01-25,WITEL,2,Ruang Rapat Kecil,26,342
2024-01-25,WITEL,2,Ruang Tamu,28,251
2024-01-25,WITEL,2,Ruang Rapat Besar,24,218
2024-01-25,WITEL,2,Ruang Makan,32,230
2024-01-25,WITEL,2,Ruang Gen Y Corner,30,261
2024-01-25,WITEL,3,Ruang Digital LAB,29,211
2024-01-25,WITEL,3,Ruang HR,32,335
2024-01-25,WITEL,3,Ruang CC,21,347
2024-01-25,WITEL,3,Ruang Manager CC,27,273
2024-01-25,WITEL,3,Ruang Rapat CC,25,257
2024-01-25,WITEL,3,Ruang Rapat HR,26,441
2024-01-25,WITEL,3,Ruang Koridor,30,153
2024-01-25,WITEL,4,Ruang Arnet,28,292
2024-01-25,WITEL,4,Ruang HR,30,181
2024-01-25,WITEL,4,Ruang BigBox,30,110
2024-01-25,WITEL,4,Ruang Rapat Arnet,25,508
2024-01-25,WITEL,4,Ruang Manager Arnet,21,349
2024-01-25,WITEL,5,Pantry,30,334
2024-01-25,WITEL,5,Ruang Manager GS,25,170
2024-01-25,WITEL,5,Ruang Manager,23,321
2024-01-25,WITEL,5,Ruang Istirahat,32,94
2024-01-25,WITEL,5,Ruang Kopeg Tel,29,170
2024-01-25,WITEL,5,Ruang Rapat,26,551
2024-01-25,WITEL,5,Working Space,32,176
2024-01-25,WITEL,5,Toilet Cowo,30,226
2024-01-25,WITEL,5,Toilet Cewe,29,147
2024-01-25,WITEL,5,Koridor,31,170
2024-01-25,WITEL,6,Koridor IDO,30,134
2024-01-25,WITEL,6,Toilet cewe,31,229
2024-01-25,WITEL,6,Working Space,28,154
2024-01-25,WITEL,6,Ruang Meeting Segi,26,565
2024-01-25,WITEL,6,Loker pria,32,300
2024-01-25,WITEL,6,Loker wanita,30,220
2024-01-25,WITEL,6,Gudang konsumsi,29,202
2024-01-25,WITEL,6,Ruang SL,30,149
2024-01-25,WITEL,6,R. Meeting Internal,26,353
2024-01-25,WITEL,6,R. Pantry,28,175
2024-01-25,WITEL,7,Koridor Agree,30,151
2024-01-25,WITEL,7,Kamar mandi pria,29,93
2024-01-25,WITEL,7,Dapur,28,353
2024-01-25,WITEL,7,Lobby,27,216
2024-01-25,WITEL,7,Ruang Meeting 1,25,508
2024-01-25,WITEL,7,Ruang Meeting 2,26,322
2024-01-25,WITEL,7,Pantry,29,241
2024-01-25,WITEL,7,Ruang Nursery,28,202
2024-01-25,WITEL,7,Kamar mandi wanita,32,161
2024-01-25,WITEL,7,Working Space,32,291
2024-01-25,WITEL,7,Ruang SL,31,143
2024-01-25,WITEL,7,Ruang deputi,29,181
2024-01-25,WITEL,7,Ruang SL Agree,27,230
2024-01-25,WITEL,7,Ruang meeting 3,25,387
2024-01-25,WITEL,7,Ruang meeting 4,25,330
2024-01-25,WITEL,8,AULA,31,248
2024-01-25,WITEL,8,Operator,29,90
2024-01-25,WITEL,8,Fitness,28,209
2024-01-25,WITEL,8,Toilet perempuan,30,295
2024-01-25,WITEL,8,Toilet Pria,29,158
2024-01-25,OPMC,2,Ruang Warroom,28,213
2024-01-25,OPMC,2,Ruang Fosikatel,32,262
2024-01-25,OPMC,2,Ruang Bussiness Service,29,170
2024-01-25,OPMC,2,Ruang WAN,30,114
2024-01-25,OPMC,3,Masjid,28,228
2024-01-25,OPMC,3,Tempat Wudhu Pria,30,187
2024-01-25,OPMC,3,Tempat Wudhu Wanita,31,266
2024-01-25,OPMC,5,Mushola,27,196
2024-01-25,OPMC,5,Working Space,30,196
2024-01-25,OPMC,5,Pantry Optima,30,252
2024-01-25,OPMC,5,Ruang Evakuasi,29,197
2024-01-25,OPMC,5,R. Manager Damam,23,299
2024-01-25,OPMC,5,Rapat Damam,26,422
2024-01-25,OPMC,5,Ruang Manager 1,22,280
2024-01-25,OPMC,5,Ruang Manager 2,23,318
2024-01-25,OPMC,6,Koridor DOA,28,72
2024-01-25,OPMC,6,Ruang Meeting luar,24,487
2024-01-25,OPMC,6,Ruang Health,28,292
2024-01-25,OPMC,6,Ruang Agriculture,32,264
2024-01-25,OPMC,6,Ruang Education,27,95
2024-01-25,OPMC,6,Ruang IoT,31,198
2024-01-25,OPMC,6,Pantry,29,286
2024-01-25,OPMC,6,Working Space,28,159
2024-01-25,OPMC,6,Ruang Big data dan AI,29,212
2024-01-25,OPMC,6,Ruang DCC,29,224
2024-01-25,OPMC,6,Koridor luar,31,157
2024-01-25,OPMC,6,Ruang SL,29,202
2024-01-25,STO,1,Ruang RIM 1,30,255
2024-01-25,STO,1,Ruang RIM 2,28,287
2024-01-25,STO,1,Ruang Staf Optik,30,298
2024-01-25,STO,1,Ruang ME,28,185
2024-01-25,STO,1,Ruang CME,27,254
2024-01-25,STO,1,Ruang Manager CME,25,229
2024-01-25,STO,1,Ruang FTM,32,273
2024-01-25,STO,1,Ruang Toilet,29,93
2024-01-25,STO,1,Ruang Maintenance,28,248
2024-01-25,STO,1,Ruang Istirahat Maintenance,30,293
2024-01-25,STO,1,"Ruang Toilet Lk=A, Pr=B",30,265
2024-01-25,STO,1,Ruang CCAN,26,186
2024-01-25,STO,1,Ruang Istirahat CCAN,32,256
2024-01-25,STO,1,Ruang Workshop,32,111
2024-01-25,STO,1,Ruang Manager,22,336
2024-01-25,STO,1,Ruang Hero,29,232
2024-01-25,STO,1,Ruang Istirahat Hero,28,273
2024-01-25,STO,1,Ruang Kopektel,33,129
2024-01-25,STO,1,Ruang Workspace,30,164
2024-01-25,STO,1,Ruang Pantry,28,316
2024-01-25,STO,1,Ruang Lobby DBT,26,225
2024-01-25,STO,1,Ruang Workshop 1,30,197
2024-01-25,STO,1,Ruang Workshop 2,29,194
2024-01-25,STO,1,Ruang Gudang,27,274
2024-01-25,STO,1,Ruang Private 1,27,187
2024-01-25,STO,1,Ruang Private 2,30,194
2024-01-25,STO,1,Ruang Working Space,29,222
2024-01-25,STO,1,Ruang Meeting Big,26,247
2024-01-25,STO,1,Ruang Meeting,24,372
2024-01-25,STO,1,Ruang Loker,27,106
2024-01-25,STO,1,Ruang Pantry Kotor,29,286
2024-01-25,STO,1,Ruang Musholla,32,242
2024-01-25,STO,1,Ruang Lobby,26,286
2024-01-25,STO,1,Ruang Meeting 1,26,216
2024-01-25,STO,1,Ruang Meeting 2,25,294
2024-01-25,STO,1,Ruang Telp,32,76
2024-01-25,STO,1,Ruang Nursery,30,199
2024-01-25,STO,1,Ruang Mushola,31,201
2024-01-25,STO,1,Ruang Kamar mandi,28,217
2024-01-25,STO,1,Ruang Meeting 1 (Koridor),26,343
2024-01-25,STO,1,Ruang Meeting 2 (Koridor),26,487
2024-01-25,STO,1,Lobby,26,348
2024-01-25,STO,1,Workspace,28,251
2024-01-25,STO,1,Pantry Basah,28,215
2024-01-25,STO,1,Kamar Mandi,30,130
2024-01-25,STO,1,Pantry,29,258
2024-01-25,STO,1,Ruang Security,32,194
2024-01-26,WITEL,1,Ruang Satpam,30,485
2024-01-26,WITEL,1,Ruang Workshop,27,311
2024-01-26,WITEL,1,Ruang Gudang,29,246
2024-01-26,WITEL,1,Ruang Pool KBM,32,165
2024-01-26,WITEL,1,Ruang Parkir Motor,32,301
2024-01-26,WITEL,1,Lobby,26,238
2024-01-26,WITEL,1,Ruang SAS,31,128
2024-01-26,WITEL,1,Ruang DBS,33,166
2024-01-26,WITEL,1,Ruang Pantry DBS,30,311
2024-01-26,WITEL,1,Ruang P3K,31,199
2024-01-26,WITEL,1,Ruang P2Tel,31,256
2024-01-26,WITEL,1,Ruang Indibizz,29,131
2024-01-26,WITEL,2,Ruang Lobby,25,246
2024-01-26,WITEL,2,Ruang DGM,25,327
2024-01-26,WITEL,2,Ruang GM,26,307
2024-01-26,WITEL,2,Ruang Rapat Kecil,24,543
2024-01-26,WITEL,2,Ruang Tamu,28,216
2024-01-26,WITEL,2,Ruang Rapat Besar,23,380
2024-01-26,WITEL,2,Ruang Makan,27,304
2024-01-26,WITEL,2,Ruang Gen Y Corner,32,221
2024-01-26,WITEL,3,Ruang Digital LAB,30,281
2024-01-26,WITEL,3,Ruang HR,28,317
2024-01-26,WITEL,3,Ruang CC,25,373
2024-01-26,WITEL,3,Ruang Manager CC,27,280
2024-01-26,WITEL,3,Ruang Rapat CC,26,355
2024-01-26,WITEL,3,Ruang Rapat HR,25,232
2024-01-26,WITEL,3,Ruang Koridor,30,79
2024-01-26,WITEL,4,Ruang Arnet,27,206
2024-01-26,WITEL,4,Ruang HR,32,300
2024-01-26,WITEL,4,Ruang BigBox,28,312
2024-01-26,WITEL,4,Ruang Rapat Arnet,25,480
2024-01-26,WITEL,4,Ruang Manager Arnet,25,263
2024-01-26,WITEL,5,Pantry,28,249
2024-01-26,WITEL,5,Ruang Manager GS,21,119
2024-01-26,WITEL,5,Ruang Manager,24,399
2024-01-26,WITEL,5,Ruang Istirahat,29,264
2024-01-26,WITEL,5,Ruang Kopeg Tel,28,269
2024-01-26,WITEL,5,Ruang Rapat,23,530
2024-01-26,WITEL,5,Working Space,27,73
2024-01-26,WITEL,5,Toilet Cowo,29,195
2024-01-26,WITEL,5,Toilet Cewe,29,267
2024-01-26,WITEL,5,Koridor,27,133
2024-01-26,WITEL,6,Koridor IDO,28,91
2024-01-26,WITEL,6,Toilet cewe,31,282
2024-01-26,WITEL,6,Working Space,29,245
2024-01-26,WITEL,6,Ruang Meeting Segi,24,521
2024-01-26,WITEL,6,Loker pria,30,275
2024-01-26,WITEL,6,Loker wanita,32,91
2024-01-26,WITEL,6,Gudang konsumsi,30,183
2024-01-26,WITEL,6,Ruang SL,32,295
2024-01-26,WITEL,6,R. Meeting Internal,24,530
2024-01-26,WITEL,6,R. Pantry,29,271
2024-01-26,WITEL,7,Koridor Agree,30,132
2024-01-26,WITEL,7,Kamar mandi pria,30,192
2024-01-26,WITEL,7,Dapur,28,272
2024-01-26,WITEL,7,Lobby,28,389
2024-01-26,WITEL,7,Ruang Meeting 1,26,367
2024-01-26,WITEL,7,Ruang Meeting 2,24,331
2024-01-26,WITEL,7,Pantry,28,342
2024-01-26,WITEL,7,Ruang Nursery,29,225
2024-01-26,WITEL,7,Kamar mandi wanita,31,126
2024-01-26,WITEL,7,Working Space,31,179
2024-01-26,WITEL,7,Ruang SL,29,299
2024-01-26,WITEL,7,Ruang deputi,33,298
2024-01-26,WITEL,7,Ruang SL Agree,28,206
2024-01-26,WITEL,7,Ruang meeting 3,26,338
2024-01-26,WITEL,7,Ruang meeting 4,26,448
2024-01-26,WITEL,8,AULA,31,165
2024-01-26,WITEL,8,Operator,32,206
2024-01-26,WITEL,8,Fitness,28,250
2024-01-26,WITEL,8,Toilet perempuan,29,185
2024-01-26,WITEL,8,Toilet Pria,31,156
2024-01-26,OPMC,2,Ruang Warroom,27,140
2024-01-26,OPMC,2,Ruang Fosikatel,27,290
2024-01-26,OPMC,2,Ruang Bussiness Service,33,283
2024-01-26,OPMC,2,Ruang WAN,30,268
2024-01-26,OPMC,3,Masjid,31,129
2024-01-26,OPMC,3,Tempat Wudhu Pria,31,263
2024-01-26,OPMC,3,Tempat Wudhu Wanita,31,257
2024-01-26,OPMC,5,Mushola,31,171
2024-01-26,OPMC,5,Working Space,31,101
2024-01-26,OPMC,5,Pantry Optima,30,196
2024-01-26,OPMC,5,Ruang Evakuasi,32,164
2024-01-26,OPMC,5,R. Manager Damam,26,196
2024-01-26,OPMC,5,Rapat Damam,25,500
2024-01-26,OPMC,5,Ruang Manager 1,26,317
2024-01-26,OPMC,5,Ruang Manager 2,20,210
2024-01-26,OPMC,6,Koridor DOA,30,121
2024-01-26,OPMC,6,Ruang Meeting luar,26,265
2024-01-26,OPMC,6,Ruang Health,31,180
2024-01-26,OPMC,6,Ruang Agriculture,27,207
2024-01-26,OPMC,6,Ruang Education,32,175
2024-01-26,OPMC,6,Ruang IoT,31,265
